#start,Walk in the woods,,,,
11/10/2018,23:42:28,69,30.2553368,-97.83891084,239.5
11/10/2018,23:43:05,87,30.25499189,-97.83913958,239
11/10/2018,23:43:15,132,30.25469617,-97.83931962,239
11/10/2018,23:43:34,156,30.2541537,-97.83977501,239.5
11/10/2018,23:43:46,154,30.2539506,-97.84007056,239.5
11/10/2018,23:43:58,151,30.25408605,-97.84042344,239.5
11/10/2018,23:44:12,146,30.25409687,-97.84091218,239.5
11/10/2018,23:44:39,139,30.25441437,-97.84136062,241.9
11/10/2018,23:45:12,141,30.25468058,-97.84190049,242.9
11/10/2018,23:45:40,149,30.25502592,-97.84257658,244.3
11/10/2018,23:46:04,154,30.2553161,-97.84285637,246.2
11/10/2018,23:46:40,149,30.25562732,-97.84329977,247.2
11/10/2018,23:46:54,146,30.25576579,-97.84372373,247.7
11/10/2018,23:47:26,142,30.25602437,-97.8443688,248.6
11/10/2018,23:49:37,138,30.25639485,-97.84426947,248.6
11/10/2018,23:50:15,139,30.25674991,-97.84409865,250.1
11/10/2018,23:51:59,139,30.25742633,-97.84399136,254.4
11/10/2018,23:52:46,139,30.25795967,-97.84403738,256.3
11/10/2018,23:53:16,135,30.25832386,-97.8438917,257.3
11/10/2018,23:53:46,132,30.2585459,-97.84358526,257.8
11/10/2018,23:54:58,128,30.25880817,-97.84333305,256.3
11/10/2018,23:56:02,129,30.25924009,-97.84268571,251
11/10/2018,23:56:16,129,30.25931754,-97.84224994,246.7
11/10/2018,23:56:32,140,30.25918963,-97.84162297,246.2
11/10/2018,23:56:46,140,30.25890347,-97.84110086,244.3
11/10/2018,23:56:59,140,30.2585977,-97.84063709,244.3
11/10/2018,23:57:07,140,30.25832353,-97.84042838,240.9
11/10/2018,23:57:29,142,30.25751132,-97.8403568,243.8
11/10/2018,23:57:58,141,30.2571685,-97.84041681,245.3
11/10/2018,23:58:16,146,30.25644263,-97.84040466,242.4
11/10/2018,23:58:26,146,30.25598464,-97.84015069,240.5
11/10/2018,23:58:38,148,30.25558147,-97.83964467,236.6
11/10/2018,23:58:54,153,30.25533295,-97.83904905,236.1
#start,Run around the block,,,,
15/09/2018,22:00:42,157,30.245576,-97.823843,220.3
15/09/2018,22:02:24,156,30.246356,-97.823326,220.3
15/09/2018,22:03:28,153,30.246539,-97.821931,209.7
15/09/2018,22:04:15,149,30.247105,-97.821064,207.8
15/09/2018,22:06:45,147,30.247719,-97.820641,205.4
15/09/2018,22:08:42,143,30.248482,-97.820708,207.3
15/09/2018,22:09:41,143,30.24915,-97.820722,206.8
#start,Run in the woods,,,,
12/10/2018,23:04:11,89,30.274002,-97.844719,174.6
12/10/2018,23:05:09,107,30.27426,-97.844316,174.6
12/10/2018,23:05:51,120,30.273787,-97.843643,175.1
12/10/2018,23:06:07,119,30.273475,-97.843277,175.6
12/10/2018,23:06:47,121,30.273733,-97.843605,173.7
12/10/2018,23:07:15,133,30.273675,-97.842975,175.1
12/10/2018,23:08:02,134,30.274052,-97.842084,173.2
12/10/2018,23:09:38,139,30.274537,-97.841653,177
12/10/2018,23:14:50,140,30.274531,-97.841082,172.2
12/10/2018,23:17:58,140,30.274641,-97.840294,174.6
12/10/2018,23:18:16,142,30.274902,-97.839951,175.1
12/10/2018,23:18:43,141,30.275228,-97.839577,174.6
12/10/2018,23:19:25,141,30.275136,-97.839043,174.1
12/10/2018,23:19:58,145,30.275244,-97.838438,174.6
12/10/2018,23:20:36,148,30.275119,-97.837629,175.1
12/10/2018,23:21:15,143,30.274984,-97.837104,174.6
12/10/2018,23:21:55,142,30.274645,-97.837325,176.5
12/10/2018,23:22:31,139,30.274216,-97.836954,178.5
12/10/2018,23:22:49,136,30.274067,-97.836412,178
12/10/2018,23:23:06,142,30.273898,-97.835959,178.5
12/10/2018,23:23:21,148,30.273798,-97.835353,177
12/10/2018,23:23:41,151,30.273329,-97.835439,178.9
12/10/2018,23:24:08,152,30.272751,-97.834934,178
12/10/2018,23:24:20,154,30.272527,-97.834623,178
12/10/2018,23:24:32,150,30.272308,-97.834251,178.9
12/10/2018,23:24:47,149,30.271898,-97.833803,178.9
12/10/2018,23:25:00,146,30.271617,-97.833398,176.5
12/10/2018,23:25:12,150,30.271405,-97.833018,177
12/10/2018,23:25:31,155,30.271261,-97.832363,175.6
12/10/2018,23:31:46,154,30.270754,-97.831695,172.7
12/10/2018,23:32:12,137,30.270315,-97.831443,173.7
12/10/2018,23:34:12,146,30.269917,-97.830832,171.3
12/10/2018,23:35:00,153,30.270063,-97.831207,174.1
#start,Longer run,,,,
30/09/2018,22:04:38,87,30.255525,-97.838675,235.7
30/09/2018,22:04:51,141,30.255945,-97.838526,235.2
30/09/2018,22:05:00,152,30.256315,-97.83832,235.2
30/09/2018,22:05:02,142,30.256409,-97.838319,235.7
30/09/2018,22:05:07,134,30.256622,-97.838232,234.7
30/09/2018,22:05:10,127,30.256738,-97.838154,234.7
30/09/2018,22:05:15,125,30.256902,-97.838081,234.7
30/09/2018,22:05:26,125,30.257215,-97.837766,234.7
30/09/2018,22:05:27,124,30.257247,-97.837733,235.7
30/09/2018,22:05:30,124,30.257328,-97.83762,233.7
30/09/2018,22:05:34,132,30.257429,-97.837456,234.2
30/09/2018,22:05:36,149,30.257458,-97.837392,235.2
30/09/2018,22:05:49,154,30.257746,-97.836929,232.3
30/09/2018,22:05:53,159,30.257825,-97.836747,232.3
30/09/2018,22:06:14,162,30.258333,-97.835764,229.4
30/09/2018,22:06:31,163,30.258703,-97.834978,228
30/09/2018,22:06:35,163,30.258793,-97.834811,228.9
30/09/2018,22:06:38,165,30.258844,-97.834667,227.5
30/09/2018,22:07:03,166,30.259259,-97.83373,226.5
30/09/2018,22:07:10,166,30.25942,-97.833469,225.6
30/09/2018,22:07:57,167,30.260166,-97.831783,224.6
30/09/2018,22:08:13,166,30.260453,-97.831248,222.7
30/09/2018,22:08:25,161,30.260682,-97.830805,222.2
30/09/2018,22:08:45,153,30.261003,-97.830117,220.3
30/09/2018,22:08:56,149,30.261224,-97.829809,219.8
30/09/2018,22:09:00,144,30.261291,-97.829639,219.8
30/09/2018,22:09:09,142,30.261488,-97.829233,218.4
30/09/2018,22:09:15,138,30.261697,-97.829048,217.4
30/09/2018,22:09:21,135,30.261886,-97.828882,217.4
30/09/2018,22:09:26,137,30.261894,-97.828636,216.4
30/09/2018,22:09:32,136,30.262,-97.828447,216.4
30/09/2018,22:09:36,138,30.262018,-97.828328,216
30/09/2018,22:09:46,134,30.262177,-97.827868,216
30/09/2018,22:09:50,131,30.262281,-97.827701,216
30/09/2018,22:09:55,132,30.262392,-97.82743,215
30/09/2018,22:10:15,131,30.262781,-97.826483,215.5
30/09/2018,22:10:28,132,30.262962,-97.826045,215
30/09/2018,22:10:40,132,30.263098,-97.825815,215
30/09/2018,22:10:57,142,30.263104,-97.825801,215
30/09/2018,22:12:19,142,30.26317,-97.825688,214.5
30/09/2018,22:12:32,138,30.263299,-97.825401,211.6
30/09/2018,22:12:42,134,30.26342,-97.82513,208.3
30/09/2018,22:12:51,130,30.263528,-97.824907,203.9
30/09/2018,22:12:55,129,30.263558,-97.824835,202
30/09/2018,22:13:00,132,30.263603,-97.824746,199.6
30/09/2018,22:13:04,131,30.263659,-97.824661,197.7
30/09/2018,22:13:12,134,30.263752,-97.824484,194.8
30/09/2018,22:13:18,133,30.263827,-97.82434,191.9
30/09/2018,22:13:23,138,30.26388,-97.824223,188.6
30/09/2018,22:13:24,150,30.263891,-97.824197,188.6
30/09/2018,22:13:38,151,30.263962,-97.82402,187.1
30/09/2018,22:13:43,153,30.263998,-97.82394,184.7
30/09/2018,22:13:59,152,30.264051,-97.823829,183.7
30/09/2018,22:14:08,144,30.264076,-97.823736,180.4
30/09/2018,22:14:15,136,30.264058,-97.823691,179.4
30/09/2018,22:14:29,132,30.26406,-97.82359,177
30/09/2018,22:14:46,131,30.264086,-97.823491,177
30/09/2018,22:15:31,130,30.264076,-97.823447,176.5
30/09/2018,22:16:53,132,30.26404,-97.823454,176.1
30/09/2018,22:17:12,127,30.264011,-97.823459,175.6
30/09/2018,22:17:16,151,30.263959,-97.823453,175.6
30/09/2018,22:17:23,139,30.263818,-97.823416,175.1
30/09/2018,22:17:35,145,30.263478,-97.823408,174.6
30/09/2018,22:17:51,141,30.263005,-97.82344,174.6
30/09/2018,22:18:05,134,30.262878,-97.823444,174.1
30/09/2018,22:18:29,134,30.262808,-97.823456,174.1
30/09/2018,22:18:41,132,30.262766,-97.823507,174.6
30/09/2018,22:18:57,132,30.26263,-97.823561,175.6
30/09/2018,22:19:08,132,30.262507,-97.823595,174.6
30/09/2018,22:19:12,131,30.262463,-97.823628,174.6
30/09/2018,22:19:14,136,30.26244,-97.82363,174.1
30/09/2018,22:19:35,136,30.262204,-97.823668,175.1
30/09/2018,22:19:52,135,30.262032,-97.823659,172.7
30/09/2018,22:20:09,133,30.261849,-97.823706,172.7
30/09/2018,22:20:18,130,30.261741,-97.823681,173.7
30/09/2018,22:20:26,129,30.261692,-97.823725,173.7
30/09/2018,22:20:43,132,30.261632,-97.82366,173.7
30/09/2018,22:20:54,129,30.261614,-97.82368,173.7
30/09/2018,22:21:06,130,30.261587,-97.82372,173.7
30/09/2018,22:21:10,127,30.261616,-97.823672,173.2
30/09/2018,22:21:22,130,30.261685,-97.823745,174.6
30/09/2018,22:21:38,132,30.261672,-97.823824,176.1
30/09/2018,22:21:52,143,30.261624,-97.823811,175.6
30/09/2018,22:22:18,143,30.261528,-97.823754,175.1
30/09/2018,22:22:43,141,30.261422,-97.823685,173.7
30/09/2018,22:22:59,138,30.261329,-97.823683,173.7
30/09/2018,22:23:18,135,30.26119,-97.823741,174.6
30/09/2018,22:23:36,136,30.261132,-97.823794,174.1
30/09/2018,22:24:02,140,30.261051,-97.823781,174.1
30/09/2018,22:24:13,136,30.260979,-97.823771,174.6
30/09/2018,22:24:30,135,30.260858,-97.823785,176.1
30/09/2018,22:24:43,138,30.260778,-97.823797,176.1
30/09/2018,22:25:00,137,30.260677,-97.823798,176.5
30/09/2018,22:25:17,142,30.260657,-97.823796,177
30/09/2018,22:25:29,147,30.260587,-97.823788,177
30/09/2018,22:25:46,150,30.26057,-97.823835,179.4
30/09/2018,22:26:08,148,30.260559,-97.823851,178
30/09/2018,22:26:55,147,30.260558,-97.823891,178.9
30/09/2018,22:27:09,147,30.260527,-97.823799,177
30/09/2018,22:27:11,145,30.260515,-97.823802,178
30/09/2018,22:27:26,139,30.260493,-97.823819,178.5
30/09/2018,22:27:42,140,30.260449,-97.823831,178.5
30/09/2018,22:27:59,148,30.260406,-97.823842,178.5
30/09/2018,22:28:14,149,30.260344,-97.823821,178
30/09/2018,22:28:32,146,30.260299,-97.823819,177.5
30/09/2018,22:30:02,145,30.260212,-97.823815,177.5
30/09/2018,22:30:17,137,30.260155,-97.823791,177.5
30/09/2018,22:30:36,132,30.260054,-97.823767,177.5
30/09/2018,22:31:04,133,30.260107,-97.823776,176.5
30/09/2018,22:31:19,134,30.260161,-97.823779,177.5
30/09/2018,22:31:47,130,30.260212,-97.823805,178.5
30/09/2018,22:31:59,129,30.260205,-97.823815,182.8
30/09/2018,22:32:00,129,30.260204,-97.823816,178.9
30/09/2018,22:33:42,128,30.260172,-97.82389,179.4
30/09/2018,22:33:49,127,30.260186,-97.823879,180.4
30/09/2018,22:34:02,128,30.260166,-97.823873,181.8
30/09/2018,22:34:18,128,30.260204,-97.823883,182.3
30/09/2018,22:35:04,129,30.260187,-97.823954,183.3
30/09/2018,22:35:19,127,30.260208,-97.823957,183.3
30/09/2018,22:35:48,129,30.260233,-97.823942,184.2
30/09/2018,22:36:15,127,30.260231,-97.823945,186.6
30/09/2018,22:36:40,126,30.260223,-97.823958,185.2
30/09/2018,22:37:06,127,30.260201,-97.823925,186.6
30/09/2018,22:37:35,127,30.260154,-97.823905,186.2
30/09/2018,22:37:57,127,30.260134,-97.823895,185.2
30/09/2018,22:39:01,123,30.260144,-97.823941,185.7
30/09/2018,22:39:45,124,30.260131,-97.823902,187.1
30/09/2018,22:40:00,128,30.260145,-97.823945,188.6
30/09/2018,22:40:28,129,30.260175,-97.823971,188.1
30/09/2018,22:41:37,128,30.260181,-97.823989,191
30/09/2018,22:43:20,126,30.260234,-97.823977,191.4
30/09/2018,22:43:38,126,30.260299,-97.823976,190
30/09/2018,22:43:51,133,30.260334,-97.824003,191.4
30/09/2018,22:44:11,146,30.260356,-97.823999,191.4
30/09/2018,22:44:47,149,30.26039,-97.82401,191.9
30/09/2018,22:48:01,153,30.260402,-97.824066,191.9
30/09/2018,22:48:13,156,30.260361,-97.824036,191
30/09/2018,22:48:28,158,30.260313,-97.824014,190
30/09/2018,22:48:45,158,30.260274,-97.823994,190.5
30/09/2018,22:49:03,155,30.260255,-97.824004,191
30/09/2018,22:49:32,158,30.26023,-97.823985,191.4
30/09/2018,22:50:10,158,30.260201,-97.824071,191.9
30/09/2018,22:50:26,158,30.260187,-97.824047,192.4
30/09/2018,22:50:48,160,30.260169,-97.824049,193.8
30/09/2018,22:51:09,161,30.260171,-97.824075,193.8
30/09/2018,22:53:05,161,30.260075,-97.824122,194.8
30/09/2018,22:53:48,162,30.260162,-97.824098,196.7
30/09/2018,22:54:01,163,30.260145,-97.824118,199.1
30/09/2018,22:54:36,163,30.26014,-97.824126,199.6
30/09/2018,22:55:17,164,30.260118,-97.824126,199.6
30/09/2018,22:55:36,164,30.260103,-97.824145,200.1
30/09/2018,22:56:05,164,30.260105,-97.82415,201.1
30/09/2018,22:56:08,166,30.260103,-97.824172,202.5
30/09/2018,22:56:11,163,30.260099,-97.8242,204.4
30/09/2018,22:56:24,160,30.260098,-97.824248,206.3
30/09/2018,22:56:47,162,30.260101,-97.824247,206.3
30/09/2018,22:57:55,163,30.260126,-97.824259,205.9
30/09/2018,22:59:49,161,30.260124,-97.82425,203
30/09/2018,22:59:50,161,30.260124,-97.82425,208.3
30/09/2018,22:59:51,165,30.260124,-97.82425,206.3
30/09/2018,22:59:52,163,30.260124,-97.82425,203.5
30/09/2018,22:59:53,161,30.260124,-97.82425,209.7
30/09/2018,22:59:54,163,30.260124,-97.82425,205.4
30/09/2018,23:00:02,159,30.260101,-97.824251,209.2
30/09/2018,23:00:04,155,30.260094,-97.824247,204.9
30/09/2018,23:00:05,155,30.260092,-97.824243,209.2
30/09/2018,23:00:06,160,30.260092,-97.824243,205.9
30/09/2018,23:00:34,162,30.260072,-97.824246,205.9
30/09/2018,23:01:08,163,30.26007,-97.824245,206.8
30/09/2018,23:01:19,163,30.260075,-97.824247,206.3
30/09/2018,23:02:07,161,30.260077,-97.824252,207.3
30/09/2018,23:02:18,161,30.260015,-97.824237,206.8
30/09/2018,23:02:26,164,30.259941,-97.824212,204.4
30/09/2018,23:02:57,166,30.259932,-97.82421,204.4
30/09/2018,23:03:27,167,30.25991,-97.824263,205.9
30/09/2018,23:03:45,167,30.259935,-97.824341,207.3
30/09/2018,23:03:56,165,30.259944,-97.824384,206.8
30/09/2018,23:04:14,165,30.259986,-97.824602,207.8
30/09/2018,23:04:22,166,30.259976,-97.824639,207.8
30/09/2018,23:04:40,164,30.259841,-97.82499,204.4
30/09/2018,23:04:54,163,30.259733,-97.825296,204.4
30/09/2018,23:05:11,165,30.259698,-97.825621,206.3
30/09/2018,23:05:27,164,30.259849,-97.82577,208.7
30/09/2018,23:05:53,162,30.259929,-97.825867,209.2
30/09/2018,23:05:56,155,30.259947,-97.825892,209.2
30/09/2018,23:06:05,155,30.259975,-97.826001,209.7
30/09/2018,23:06:19,160,30.259952,-97.82611,209.2
30/09/2018,23:06:36,161,30.259942,-97.826383,208.7
30/09/2018,23:06:55,165,30.259961,-97.826497,208.3
30/09/2018,23:07:13,168,30.260056,-97.8266,207.8
30/09/2018,23:07:31,168,30.260167,-97.826688,207.8
30/09/2018,23:07:58,170,30.260193,-97.826698,208.3
30/09/2018,23:08:57,170,30.260241,-97.826803,206.3
30/09/2018,23:08:58,171,30.260248,-97.826809,206.8
30/09/2018,23:09:14,170,30.260321,-97.826938,204.4
30/09/2018,23:09:35,170,30.260298,-97.8271,206.3
30/09/2018,23:09:55,171,30.260317,-97.827157,206.8
30/09/2018,23:10:17,164,30.260384,-97.827376,210.7
30/09/2018,23:10:29,165,30.260435,-97.827472,211.6
30/09/2018,23:10:47,166,30.260415,-97.827658,211.1
30/09/2018,23:11:06,166,30.260411,-97.827692,210.2
30/09/2018,23:11:20,163,30.260391,-97.82779,207.3
30/09/2018,23:11:35,165,30.260336,-97.827799,208.3
30/09/2018,23:11:49,164,30.260306,-97.827756,207.8
30/09/2018,23:12:09,167,30.260282,-97.827739,207.8
30/09/2018,23:12:10,168,30.260277,-97.827729,207.8
30/09/2018,23:12:28,168,30.260177,-97.827582,209.2
30/09/2018,23:12:49,168,30.260056,-97.827467,210.7
30/09/2018,23:13:05,170,30.259942,-97.827318,210.2
30/09/2018,23:13:21,168,30.259679,-97.827196,209.7
30/09/2018,23:13:37,169,30.259591,-97.827198,210.2
30/09/2018,23:13:52,170,30.259351,-97.827322,211.1
30/09/2018,23:14:05,171,30.259274,-97.827353,211.1
30/09/2018,23:14:52,170,30.259176,-97.827358,212.1
30/09/2018,23:15:18,161,30.259103,-97.827433,212.1
30/09/2018,23:15:56,162,30.25908,-97.827467,212.1
30/09/2018,23:16:04,163,30.259094,-97.827426,211.6
30/09/2018,23:16:18,163,30.259158,-97.8273,210.2
30/09/2018,23:16:23,167,30.259126,-97.827291,209.7
30/09/2018,23:16:42,165,30.259004,-97.827377,209.2
30/09/2018,23:16:46,165,30.258987,-97.827402,209.2
30/09/2018,23:17:03,164,30.258925,-97.827535,210.2
30/09/2018,23:17:13,168,30.258884,-97.827622,209.2
30/09/2018,23:17:34,169,30.25889,-97.827878,211.1
30/09/2018,23:17:43,168,30.258859,-97.827973,209.7
30/09/2018,23:17:47,161,30.258854,-97.82802,210.2
30/09/2018,23:18:04,165,30.2589,-97.828115,213.1
30/09/2018,23:18:22,166,30.258939,-97.828216,214
30/09/2018,23:18:26,165,30.258928,-97.828246,213.1
30/09/2018,23:18:31,165,30.258886,-97.828316,212.1
30/09/2018,23:18:36,164,30.258828,-97.828381,211.1
30/09/2018,23:18:50,163,30.258783,-97.828456,210.2
30/09/2018,23:18:53,161,30.258775,-97.828485,209.7
30/09/2018,23:19:13,159,30.258741,-97.828625,208.7
30/09/2018,23:19:32,164,30.258632,-97.828524,209.2
30/09/2018,23:19:47,154,30.258571,-97.828435,210.2
30/09/2018,23:20:21,151,30.258561,-97.828429,209.7
30/09/2018,23:21:33,159,30.25854,-97.828402,209.7
30/09/2018,23:23:32,163,30.258534,-97.828323,211.1
30/09/2018,23:23:38,164,30.258526,-97.828284,211.1
30/09/2018,23:23:56,160,30.258562,-97.828084,211.1
30/09/2018,23:24:05,161,30.258594,-97.828032,209.2
30/09/2018,23:24:10,157,30.258624,-97.827947,209.2
30/09/2018,23:24:19,152,30.258657,-97.827826,207.3
30/09/2018,23:24:38,148,30.258663,-97.82764,207.8
30/09/2018,23:25:01,146,30.258657,-97.827442,208.3
30/09/2018,23:25:17,144,30.258655,-97.82733,208.7
30/09/2018,23:25:34,141,30.258667,-97.827161,209.7
30/09/2018,23:25:52,139,30.258688,-97.827076,210.7
30/09/2018,23:26:03,138,30.25877,-97.827003,209.2
30/09/2018,23:26:24,142,30.258886,-97.826887,209.2
30/09/2018,23:26:41,143,30.258795,-97.826851,210.2
30/09/2018,23:26:55,143,30.258724,-97.826848,210.7
30/09/2018,23:27:06,142,30.258629,-97.826809,212.1
30/09/2018,23:27:11,141,30.258581,-97.826775,211.6
30/09/2018,23:27:33,141,30.258396,-97.82667,212.1
30/09/2018,23:27:36,137,30.258379,-97.826675,212.1
30/09/2018,23:27:45,139,30.258267,-97.826788,213.1
30/09/2018,23:28:01,137,30.258121,-97.827094,213.1
30/09/2018,23:28:03,140,30.258091,-97.827137,213.6
30/09/2018,23:28:08,141,30.257991,-97.827224,213.6
30/09/2018,23:28:24,141,30.25783,-97.827431,214
30/09/2018,23:28:35,140,30.257807,-97.827541,214.5
30/09/2018,23:28:44,140,30.257798,-97.827686,214.5
30/09/2018,23:28:50,136,30.257833,-97.827781,214
30/09/2018,23:29:07,136,30.257613,-97.828014,213.6
30/09/2018,23:29:35,137,30.257551,-97.828184,214
30/09/2018,23:29:55,137,30.257446,-97.828339,213.1
30/09/2018,23:30:14,138,30.25741,-97.828419,213.6
30/09/2018,23:30:34,140,30.257331,-97.828507,213.1
30/09/2018,23:30:53,139,30.257251,-97.828644,213.6
30/09/2018,23:30:55,138,30.25724,-97.828626,214
30/09/2018,23:30:58,139,30.257231,-97.828593,212.1
30/09/2018,23:31:14,139,30.257251,-97.828545,211.6
30/09/2018,23:31:33,142,30.25722,-97.828358,212.6
30/09/2018,23:31:52,140,30.257163,-97.828272,213.6
30/09/2018,23:36:27,138,30.257166,-97.828302,213.6
30/09/2018,23:36:43,140,30.257079,-97.828591,214
30/09/2018,23:36:51,137,30.257033,-97.828705,214.5
30/09/2018,23:37:02,134,30.256993,-97.828849,216
30/09/2018,23:37:07,137,30.256961,-97.828929,215.5
30/09/2018,23:37:23,138,30.256902,-97.829305,216
30/09/2018,23:37:37,141,30.256889,-97.82933,216.4
30/09/2018,23:37:47,137,30.256884,-97.829346,216.9
30/09/2018,23:37:53,133,30.256798,-97.829403,217.4
30/09/2018,23:37:56,134,30.2568,-97.829449,216.9
30/09/2018,23:37:59,137,30.256817,-97.829494,216.4
30/09/2018,23:38:07,135,30.256857,-97.829529,216.9
30/09/2018,23:38:11,135,30.256858,-97.829574,217.4
30/09/2018,23:38:18,135,30.256882,-97.829712,217.9
30/09/2018,23:38:30,136,30.256954,-97.829841,218.8
30/09/2018,23:39:00,140,30.256964,-97.829895,218.8
30/09/2018,23:40:04,140,30.256962,-97.829949,218.4
30/09/2018,23:40:13,136,30.257047,-97.829988,218.4
#start,Walk with dog,,,,
24/08/2018,05:02:06,139,30.24671912,-97.82298329,169.3
24/08/2018,05:02:07,145,30.24671912,-97.82298329,222.2
24/08/2018,05:02:08,149,30.24671912,-97.82298329,222.2
